timepoint,sample.id,enzyme,warming,plot,soil,eea,water.content,doy,date
T2,TES044,BX,DC,13,Mineral,50.93570017,41.02,154,2014-06-03
T2,TES044,CBH,DC,13,Mineral,32.64004403,41.02,154,2014-06-03
T2,TES044,HPO,DC,13,Mineral,0.371172476,41.02,154,2014-06-03
T2,TES044,NAG,DC,13,Mineral,39.77505693,41.02,154,2014-06-03
T2,TES044,PO,DC,13,Mineral,-0.020890479,41.02,154,2014-06-03
T2,TES043,BG,DC,13,Organic,454.292167,64.9,154,2014-06-03
T2,TES043,BX,DC,13,Organic,303.5599652,64.9,154,2014-06-03
T2,TES043,CBH,DC,13,Organic,132.5615659,64.9,154,2014-06-03
T2,TES043,HPO,DC,13,Organic,1.515766133,64.9,154,2014-06-03
T2,TES043,NAG,DC,13,Organic,158.2609069,64.9,154,2014-06-03
T2,TES043,PO,DC,13,Organic,0.046281471,64.9,154,2014-06-03
T3,TES068,BG,DC,13,Mineral,246.4310705,64.2,181,2014-06-30
T3,TES068,BX,DC,13,Mineral,146.5503195,64.2,181,2014-06-30
T3,TES068,CBH,DC,13,Mineral,64.65291907,64.2,181,2014-06-30
T3,TES068,HPO,DC,13,Mineral,3.476614074,64.2,181,2014-06-30
T3,TES068,NAG,DC,13,Mineral,132.915857,64.2,181,2014-06-30
T3,TES068,PHOS,DC,13,Mineral,586.3735156,64.2,181,2014-06-30
T3,TES068,PO,DC,13,Mineral,0.092214912,64.2,181,2014-06-30
T3,TES067,BG,DC,13,Organic,773.4103239,80.5,181,2014-06-30
T3,TES067,BX,DC,13,Organic,328.4379858,80.5,181,2014-06-30
T3,TES067,CBH,DC,13,Organic,175.561284,80.5,181,2014-06-30
T3,TES067,HPO,DC,13,Organic,2.653351714,80.5,181,2014-06-30
T3,TES067,NAG,DC,13,Organic,489.9453482,80.5,181,2014-06-30
T3,TES067,PHOS,DC,13,Organic,1023.726546,80.5,181,2014-06-30
T3,TES067,PO,DC,13,Organic,0.234411627,80.5,181,2014-06-30
T4,TES092,BG,DC,13,Mineral,127.4059521,25.27054976,237,2014-08-25
T4,TES092,BX,DC,13,Mineral,72.92542799,25.27054976,237,2014-08-25
T4,TES092,CBH,DC,13,Mineral,34.01219964,25.27054976,237,2014-08-25
T4,TES092,HPO,DC,13,Mineral,1.022537808,25.27054976,237,2014-08-25
T4,TES092,NAG,DC,13,Mineral,23.85820812,25.27054976,237,2014-08-25
T4,TES092,PHOS,DC,13,Mineral,293.9592562,25.27054976,237,2014-08-25
T4,TES092,PO,DC,13,Mineral,0.067505592,25.27054976,237,2014-08-25
T4,TES091,BG,DC,13,Organic,327.8257256,31.7617866,237,2014-08-25
T4,TES091,BX,DC,13,Organic,114.4634722,31.7617866,237,2014-08-25
T4,TES091,CBH,DC,13,Organic,137.0331299,31.7617866,237,2014-08-25
T4,TES091,HPO,DC,13,Organic,1.736931557,31.7617866,237,2014-08-25
T4,TES091,NAG,DC,13,Organic,278.785433,31.7617866,237,2014-08-25
T4,TES091,PHOS,DC,13,Organic,1074.782435,31.7617866,237,2014-08-25
T4,TES091,PO,DC,13,Organic,0.052311661,31.7617866,237,2014-08-25
T5,TES116,BG,DC,13,Mineral,61.0606072,18.94,265,2014-09-22
T5,TES116,BX,DC,13,Mineral,16.19816476,18.94,265,2014-09-22
T5,TES116,CBH,DC,13,Mineral,19.93610277,18.94,265,2014-09-22
T5,TES116,HPO,DC,13,Mineral,1.191312189,18.94,265,2014-09-22
T5,TES116,NAG,DC,13,Mineral,25.22147165,18.94,265,2014-09-22
T5,TES116,PHOS,DC,13,Mineral,275.5871377,18.94,265,2014-09-22
T5,TES116,PO,DC,13,Mineral,-0.003567787,18.94,265,2014-09-22
T5,TES115,BG,DC,13,Organic,205.1964999,50.89,265,2014-09-22
T5,TES115,BX,DC,13,Organic,62.17440562,50.89,265,2014-09-22
T5,TES115,CBH,DC,13,Organic,59.66978653,50.89,265,2014-09-22
T5,TES115,HPO,DC,13,Organic,2.585194106,50.89,265,2014-09-22
T5,TES115,NAG,DC,13,Organic,249.2113545,50.89,265,2014-09-22
T5,TES115,PHOS,DC,13,Organic,688.2236233,50.89,265,2014-09-22
T5,TES115,PO,DC,13,Organic,0.128982359,50.89,265,2014-09-22
T6,TES140,BG,DC,13,Mineral,76.08150649,30.28770155,300,2014-10-27
T6,TES140,CBH,DC,13,Mineral,16.80334904,30.28770155,300,2014-10-27
T6,TES140,BX,DC,13,Mineral,19.40023825,30.28770155,300,2014-10-27
T6,TES140,NAG,DC,13,Mineral,27.83681114,30.28770155,300,2014-10-27
T6,TES140,PHOS,DC,13,Mineral,271.4401875,30.28770155,300,2014-10-27
T6,TES140,HPO,DC,13,Mineral,1.252558316,30.28770155,300,2014-10-27
T6,TES140,PO,DC,13,Mineral,0.075990053,30.28770155,300,2014-10-27
T6,TES139,BG,DC,13,Organic,122.5618785,36.00596681,300,2014-10-27
T6,TES139,CBH,DC,13,Organic,17.70526865,36.00596681,300,2014-10-27
T6,TES139,BX,DC,13,Organic,36.35030718,36.00596681,300,2014-10-27
T6,TES139,NAG,DC,13,Organic,245.1566381,36.00596681,300,2014-10-27
T6,TES139,PHOS,DC,13,Organic,750.1356793,36.00596681,300,2014-10-27
T6,TES139,HPO,DC,13,Organic,1.152293566,36.00596681,300,2014-10-27
T6,TES139,PO,DC,13,Organic,0.171077661,36.00596681,300,2014-10-27
T2,TES042,BG,H,15,Mineral,121.7309226,52.7,154,2014-06-03
T2,TES042,BX,H,15,Mineral,162.712319,52.7,154,2014-06-03
T2,TES042,CBH,H,15,Mineral,30.23342829,52.7,154,2014-06-03
T2,TES042,HPO,H,15,Mineral,0.754434103,52.7,154,2014-06-03
T2,TES042,NAG,H,15,Mineral,26.46249357,52.7,154,2014-06-03
T2,TES042,PO,H,15,Mineral,0.120356812,52.7,154,2014-06-03
T2,TES041,BX,H,15,Organic,353.561764,59.72,154,2014-06-03
T2,TES041,CBH,H,15,Organic,58.08885328,59.72,154,2014-06-03
T2,TES041,HPO,H,15,Organic,2.823180653,59.72,154,2014-06-03
T2,TES041,NAG,H,15,Organic,103.1148955,59.72,154,2014-06-03
T2,TES041,BG,H,15,Organic,204.467165,59.72,154,2014-06-03
T2,TES041,PO,H,15,Organic,1.388326463,59.72,154,2014-06-03
T3,TES066,BG,H,15,Mineral,479.3328741,59.6,181,2014-06-30
T3,TES066,BX,H,15,Mineral,280.6577333,59.6,181,2014-06-30
T3,TES066,CBH,H,15,Mineral,124.1166382,59.6,181,2014-06-30
T3,TES066,HPO,H,15,Mineral,3.043025289,59.6,181,2014-06-30
T3,TES066,NAG,H,15,Mineral,195.1305506,59.6,181,2014-06-30
T3,TES066,PHOS,H,15,Mineral,658.0813206,59.6,181,2014-06-30
T3,TES066,PO,H,15,Mineral,0.08110481,59.6,181,2014-06-30
T3,TES065,BX,H,15,Organic,183.5847601,63.28,181,2014-06-30
T3,TES065,CBH,H,15,Organic,146.6834311,63.28,181,2014-06-30
T3,TES065,HPO,H,15,Organic,4.120705114,63.28,181,2014-06-30
T3,TES065,NAG,H,15,Organic,353.8373349,63.28,181,2014-06-30
T3,TES065,PHOS,H,15,Organic,581.6918951,63.28,181,2014-06-30
T3,TES065,PO,H,15,Organic,0.323860685,63.28,181,2014-06-30
T3,TES065,BG,H,15,Organic,340.2227441,63.28,181,2014-06-30
T4,TES090,BG,DC,15,Mineral,177.4745885,24.04222404,237,2014-08-25
T4,TES090,BX,DC,15,Mineral,128.8321009,24.04222404,237,2014-08-25
T4,TES090,CBH,DC,15,Mineral,78.9183478,24.04222404,237,2014-08-25
T4,TES090,HPO,DC,15,Mineral,2.240537238,24.04222404,237,2014-08-25
T4,TES090,NAG,DC,15,Mineral,33.08918048,24.04222404,237,2014-08-25
T4,TES090,PHOS,DC,15,Mineral,256.2995975,24.04222404,237,2014-08-25
T4,TES090,PO,DC,15,Mineral,0.016431061,24.04222404,237,2014-08-25
T4,TES089,BX,H,15,Organic,114.186629,31.67177914,237,2014-08-25
T4,TES089,CBH,H,15,Organic,105.0561141,31.67177914,237,2014-08-25
T4,TES089,HPO,H,15,Organic,2.921256088,31.67177914,237,2014-08-25
T4,TES089,NAG,H,15,Organic,372.7291459,31.67177914,237,2014-08-25
T4,TES089,PHOS,H,15,Organic,389.5892549,31.67177914,237,2014-08-25
T4,TES089,PO,H,15,Organic,0.09804746,31.67177914,237,2014-08-25
T4,TES089,BG,H,15,Organic,271.3170433,31.67177914,237,2014-08-25
T5,TES114,BG,H,15,Mineral,54.27938239,13.82,265,2014-09-22
T5,TES114,BX,H,15,Mineral,12.53710952,13.82,265,2014-09-22
T5,TES114,CBH,H,15,Mineral,11.62734414,13.82,265,2014-09-22
T5,TES114,HPO,H,15,Mineral,0.80794918,13.82,265,2014-09-22
T5,TES114,NAG,H,15,Mineral,17.65269013,13.82,265,2014-09-22
T5,TES114,PHOS,H,15,Mineral,93.18813252,13.82,265,2014-09-22
T5,TES114,PO,H,15,Mineral,-0.022698832,13.82,265,2014-09-22
T5,TES113,BX,H,15,Organic,56.2123104,39.7,265,2014-09-22
T5,TES113,CBH,H,15,Organic,24.02823852,39.7,265,2014-09-22
T5,TES113,HPO,H,15,Organic,3.512768598,39.7,265,2014-09-22
T5,TES113,NAG,H,15,Organic,157.3740374,39.7,265,2014-09-22
T5,TES113,PHOS,H,15,Organic,510.990426,39.7,265,2014-09-22
T5,TES113,PO,H,15,Organic,0.003409768,39.7,265,2014-09-22
T5,TES113,BG,H,15,Organic,117.9487518,39.7,265,2014-09-22
T6,TES138,BG,H,15,Mineral,145.9870204,36.5206931,300,2014-10-27
T6,TES138,CBH,H,15,Mineral,108.8340489,36.5206931,300,2014-10-27
T6,TES138,BX,H,15,Mineral,34.25297994,36.5206931,300,2014-10-27
T6,TES138,NAG,H,15,Mineral,99.01589724,36.5206931,300,2014-10-27
T6,TES138,PHOS,H,15,Mineral,159.5137192,36.5206931,300,2014-10-27
T6,TES138,HPO,H,15,Mineral,1.224535909,36.5206931,300,2014-10-27
T6,TES138,PO,H,15,Mineral,0.057159997,36.5206931,300,2014-10-27
T6,TES137,CBH,H,15,Organic,93.42413686,55.2917342,300,2014-10-27
T6,TES137,BX,H,15,Organic,160.1341097,55.2917342,300,2014-10-27
T6,TES137,NAG,H,15,Organic,183.4994793,55.2917342,300,2014-10-27
T6,TES137,PHOS,H,15,Organic,509.4272169,55.2917342,300,2014-10-27
T6,TES137,HPO,H,15,Organic,2.85153594,55.2917342,300,2014-10-27
T6,TES137,PO,H,15,Organic,0.16164696,55.2917342,300,2014-10-27
T6,TES137,BG,H,15,Organic,306.4116172,55.2917342,300,2014-10-27
T2,TES046,BG,H,16,Mineral,128.2082127,59.71,154,2014-06-03
T2,TES046,BX,H,16,Mineral,103.128281,59.71,154,2014-06-03
T2,TES046,CBH,H,16,Mineral,33.6126625,59.71,154,2014-06-03
T2,TES046,HPO,H,16,Mineral,0.331102704,59.71,154,2014-06-03
T2,TES046,NAG,H,16,Mineral,33.03764028,59.71,154,2014-06-03
T2,TES046,PO,H,16,Mineral,-0.156539904,59.71,154,2014-06-03
T2,TES045,BX,H,16,Organic,315.0991421,50.36,154,2014-06-03
T2,TES045,CBH,H,16,Organic,121.3670409,50.36,154,2014-06-03
T2,TES045,HPO,H,16,Organic,1.739315197,50.36,154,2014-06-03
T2,TES045,NAG,H,16,Organic,92.00697477,50.36,154,2014-06-03
T2,TES045,BG,H,16,Organic,247.7485367,50.36,154,2014-06-03
T2,TES045,PO,H,16,Organic,-0.010165474,50.36,154,2014-06-03
T3,TES070,BG,H,16,Mineral,160.8768045,39.96,181,2014-06-30
T3,TES070,BX,H,16,Mineral,57.55115305,39.96,181,2014-06-30
T3,TES070,CBH,H,16,Mineral,32.95225262,39.96,181,2014-06-30
T3,TES070,HPO,H,16,Mineral,1.321774938,39.96,181,2014-06-30
T3,TES070,NAG,H,16,Mineral,120.668523,39.96,181,2014-06-30
T3,TES070,PHOS,H,16,Mineral,364.9657876,39.96,181,2014-06-30
T3,TES070,PO,H,16,Mineral,0.034320377,39.96,181,2014-06-30
T3,TES069,BX,H,16,Organic,213.9610422,73.72,181,2014-06-30
T3,TES069,CBH,H,16,Organic,131.665631,73.72,181,2014-06-30
T3,TES069,HPO,H,16,Organic,5.786799879,73.72,181,2014-06-30
T3,TES069,NAG,H,16,Organic,433.6661216,73.72,181,2014-06-30
T3,TES069,PHOS,H,16,Organic,1102.966951,73.72,181,2014-06-30
T3,TES069,PO,H,16,Organic,0.123610665,73.72,181,2014-06-30
T3,TES069,BG,H,16,Organic,502.6153946,73.72,181,2014-06-30
T4,TES094,BG,H,16,Mineral,66.11543546,17.62040429,237,2014-08-25
T4,TES094,BX,H,16,Mineral,33.37723237,17.62040429,237,2014-08-25
T4,TES094,CBH,H,16,Mineral,13.90615374,17.62040429,237,2014-08-25
T4,TES094,HPO,H,16,Mineral,0.447242719,17.62040429,237,2014-08-25
T4,TES094,NAG,H,16,Mineral,12.81833239,17.62040429,237,2014-08-25
T4,TES094,PHOS,H,16,Mineral,134.0882689,17.62040429,237,2014-08-25
T4,TES094,PO,H,16,Mineral,0.015214461,17.62040429,237,2014-08-25
T4,TES093,BX,H,16,Organic,118.2095138,27.90433521,237,2014-08-25
T4,TES093,CBH,H,16,Organic,74.07435648,27.90433521,237,2014-08-25
T4,TES093,HPO,H,16,Organic,3.531483548,27.90433521,237,2014-08-25
T4,TES093,NAG,H,16,Organic,58.59571593,27.90433521,237,2014-08-25
T4,TES093,PHOS,H,16,Organic,529.7501858,27.90433521,237,2014-08-25
T4,TES093,PO,H,16,Organic,0.009004949,27.90433521,237,2014-08-25
T4,TES093,BG,H,16,Organic,181.1383031,27.90433521,237,2014-08-25
T5,TES118,BG,H,16,Mineral,62.00398633,17.54,265,2014-09-22
T5,TES118,BX,H,16,Mineral,25.90879614,17.54,265,2014-09-22
T5,TES118,CBH,H,16,Mineral,18.34577112,17.54,265,2014-09-22
T5,TES118,HPO,H,16,Mineral,0.600320747,17.54,265,2014-09-22
T5,TES118,NAG,H,16,Mineral,27.12690343,17.54,265,2014-09-22
T5,TES118,PHOS,H,16,Mineral,150.3864857,17.54,265,2014-09-22
T5,TES118,PO,H,16,Mineral,-0.003862578,17.54,265,2014-09-22
T5,TES117,BX,H,16,Organic,33.38137716,31.61,265,2014-09-22
T5,TES117,CBH,H,16,Organic,25.27004749,31.61,265,2014-09-22
T5,TES117,HPO,H,16,Organic,3.023545552,31.61,265,2014-09-22
T5,TES117,NAG,H,16,Organic,190.1968371,31.61,265,2014-09-22
T5,TES117,PHOS,H,16,Organic,534.7747055,31.61,265,2014-09-22
T5,TES117,PO,H,16,Organic,-0.001474718,31.61,265,2014-09-22
T5,TES117,BG,H,16,Organic,105.5535679,31.61,265,2014-09-22
T6,TES142,BG,H,16,Mineral,45.22271435,26.97102121,300,2014-10-27
T6,TES142,CBH,H,16,Mineral,26.02932779,26.97102121,300,2014-10-27
T6,TES142,BX,H,16,Mineral,49.16272943,26.97102121,300,2014-10-27
T6,TES142,NAG,H,16,Mineral,23.42658936,26.97102121,300,2014-10-27
T6,TES142,PHOS,H,16,Mineral,289.5672195,26.97102121,300,2014-10-27
T6,TES142,HPO,H,16,Mineral,1.01667198,26.97102121,300,2014-10-27
T6,TES142,PO,H,16,Mineral,0.083940655,26.97102121,300,2014-10-27
T6,TES141,CBH,H,16,Organic,125.1376461,48.34117647,300,2014-10-27
T6,TES141,BX,H,16,Organic,161.1008005,48.34117647,300,2014-10-27
T6,TES141,NAG,H,16,Organic,146.2888853,48.34117647,300,2014-10-27
T6,TES141,PHOS,H,16,Organic,489.8444697,48.34117647,300,2014-10-27
T6,TES141,HPO,H,16,Organic,4.956412653,48.34117647,300,2014-10-27
T6,TES141,PO,H,16,Organic,0.14377428,48.34117647,300,2014-10-27
T6,TES141,BG,H,16,Organic,278.3641793,48.34117647,300,2014-10-27
T2,TES048,BG,DC,17,Mineral,145.6892418,36.63,154,2014-06-03
T2,TES048,BX,DC,17,Mineral,127.4900571,36.63,154,2014-06-03
T2,TES048,CBH,DC,17,Mineral,43.81155,36.63,154,2014-06-03
T2,TES048,HPO,DC,17,Mineral,1.117746205,36.63,154,2014-06-03
T2,TES048,NAG,DC,17,Mineral,26.28697294,36.63,154,2014-06-03
T2,TES048,PO,DC,17,Mineral,0.049656403,36.63,154,2014-06-03
T2,TES047,BG,DC,17,Organic,327.0315141,49.27,154,2014-06-03
T2,TES047,BX,DC,17,Organic,213.9580723,49.27,154,2014-06-03
T2,TES047,CBH,DC,17,Organic,115.437569,49.27,154,2014-06-03
T2,TES047,HPO,DC,17,Organic,2.020118608,49.27,154,2014-06-03
T2,TES047,NAG,DC,17,Organic,195.3734634,49.27,154,2014-06-03
T2,TES047,PO,DC,17,Organic,-0.147145735,49.27,154,2014-06-03
T3,TES072,BG,DC,17,Mineral,240.03073,64.78,181,2014-06-30
T3,TES072,BX,DC,17,Mineral,103.8506732,64.78,181,2014-06-30
T3,TES072,CBH,DC,17,Mineral,51.13835997,64.78,181,2014-06-30
T3,TES072,HPO,DC,17,Mineral,1.480418822,64.78,181,2014-06-30
T3,TES072,NAG,DC,17,Mineral,71.14482621,64.78,181,2014-06-30
T3,TES072,PHOS,DC,17,Mineral,439.8676731,64.78,181,2014-06-30
T3,TES072,PO,DC,17,Mineral,0.062676541,64.78,181,2014-06-30
T3,TES071,BG,DC,17,Organic,697.9216751,76.88,181,2014-06-30
T3,TES071,BX,DC,17,Organic,348.9496178,76.88,181,2014-06-30
T3,TES071,CBH,DC,17,Organic,208.5233104,76.88,181,2014-06-30
T3,TES071,HPO,DC,17,Organic,5.664962726,76.88,181,2014-06-30
T3,TES071,NAG,DC,17,Organic,542.8168589,76.88,181,2014-06-30
T3,TES071,PHOS,DC,17,Organic,1522.127496,76.88,181,2014-06-30
T3,TES071,PO,DC,17,Organic,0.185521017,76.88,181,2014-06-30
T4,TES096,BG,DC,17,Mineral,151.3748539,23.7455344,237,2014-08-25
T4,TES096,BX,DC,17,Mineral,52.5452222,23.7455344,237,2014-08-25
T4,TES096,CBH,DC,17,Mineral,52.86494617,23.7455344,237,2014-08-25
T4,TES096,HPO,DC,17,Mineral,1.22569821,23.7455344,237,2014-08-25
T4,TES096,NAG,DC,17,Mineral,21.4162992,23.7455344,237,2014-08-25
T4,TES096,PHOS,DC,17,Mineral,266.7778565,23.7455344,237,2014-08-25
T4,TES096,PO,DC,17,Mineral,-0.001527689,23.7455344,237,2014-08-25
T4,TES095,BX,H,17,Organic,188.4041509,48.08619561,237,2014-08-25
T4,TES095,CBH,H,17,Organic,108.7521313,48.08619561,237,2014-08-25
T4,TES095,HPO,H,17,Organic,2.778302828,48.08619561,237,2014-08-25
T4,TES095,NAG,H,17,Organic,168.4831525,48.08619561,237,2014-08-25
T4,TES095,PHOS,H,17,Organic,572.3092566,48.08619561,237,2014-08-25
T4,TES095,PO,H,17,Organic,0.046204956,48.08619561,237,2014-08-25
T4,TES095,BG,H,17,Organic,320.5132536,48.08619561,237,2014-08-25
T5,TES120,BG,DC,17,Mineral,86.25774902,22.16,265,2014-09-22
T5,TES120,BX,DC,17,Mineral,39.65863827,22.16,265,2014-09-22
T5,TES120,CBH,DC,17,Mineral,26.15663258,22.16,265,2014-09-22
T5,TES120,HPO,DC,17,Mineral,1.316390199,22.16,265,2014-09-22
T5,TES120,NAG,DC,17,Mineral,29.72671758,22.16,265,2014-09-22
T5,TES120,PHOS,DC,17,Mineral,154.4332753,22.16,265,2014-09-22
T5,TES120,PO,DC,17,Mineral,-0.002857353,22.16,265,2014-09-22
T5,TES119,BG,DC,17,Organic,237.6247892,39.6,265,2014-09-22
T5,TES119,BX,DC,17,Organic,102.6491751,39.6,265,2014-09-22
T5,TES119,CBH,DC,17,Organic,89.78846559,39.6,265,2014-09-22
T5,TES119,HPO,DC,17,Organic,1.376705749,39.6,265,2014-09-22
T5,TES119,NAG,DC,17,Organic,228.2657171,39.6,265,2014-09-22
T5,TES119,PHOS,DC,17,Organic,540.181711,39.6,265,2014-09-22
T5,TES119,PO,DC,17,Organic,-0.007174735,39.6,265,2014-09-22
T6,TES144,BG,DC,17,Mineral,99.56650827,32.12713548,300,2014-10-27
T6,TES144,CBH,DC,17,Mineral,21.97864978,32.12713548,300,2014-10-27
T6,TES144,BX,DC,17,Mineral,26.4409019,32.12713548,300,2014-10-27
T6,TES144,NAG,DC,17,Mineral,36.50629101,32.12713548,300,2014-10-27
T6,TES144,PHOS,DC,17,Mineral,268.7721083,32.12713548,300,2014-10-27
T6,TES144,HPO,DC,17,Mineral,1.194000167,32.12713548,300,2014-10-27
T6,TES144,PO,DC,17,Mineral,0.065077026,32.12713548,300,2014-10-27
T6,TES143,BG,DC,17,Organic,167.4194521,50.06931729,300,2014-10-27
T6,TES143,CBH,DC,17,Organic,64.86682934,50.06931729,300,2014-10-27
T6,TES143,BX,DC,17,Organic,69.24589238,50.06931729,300,2014-10-27
T6,TES143,NAG,DC,17,Organic,201.1322682,50.06931729,300,2014-10-27
T6,TES143,PHOS,DC,17,Organic,493.5484406,50.06931729,300,2014-10-27
T6,TES143,HPO,DC,17,Organic,2.30115906,50.06931729,300,2014-10-27
T6,TES143,PO,DC,17,Organic,0.11124022,50.06931729,300,2014-10-27
